name,wins,losses,draws,height_cm,weight_in_kg,reach_in_cm,stance,date_of_birth,significant_strikes_landed_per_minute,significant_striking_accuracy,significant_strikes_absorbed_per_minute,significant_strike_defence,average_takedowns_landed_per_15_minutes,takedown_accuracy,takedown_defense,average_submissions_attempted_per_15_minutes
Amir Sadollah,6,5,0,177.8,77.11,190.5,Orthodox,1980-08-27,4.71,46.0,3.55,60.0,0.57,27.0,60.0,0.3
Carla Esparza,20,7,0,154.94,52.16,160.02,Orthodox,1987-10-10,2.16,40.0,2.69,55.0,3.22,35.0,47.0,0.3
Joanne Wood,16,8,0,167.64,56.7,165.1,Orthodox,1985-12-23,6.93,51.0,4.72,51.0,1.57,54.0,59.0,0.3
Benito Lopez,10,2,0,177.8,61.23,185.42,Switch,1994-04-06,4.39,45.0,5.18,56.0,0.0,0.0,73.0,0.3
Daniel Teymur,7,4,0,165.1,65.77,175.26,Orthodox,1988-02-03,3.08,46.0,3.93,56.0,0.56,18.0,60.0,0.3
Dennis Siver,23,11,0,167.64,65.77,177.8,Orthodox,1979-01-13,3.87,32.0,2.67,65.0,0.87,32.0,65.0,0.3
Jessin Ayari,16,6,0,182.88,70.31,185.42,Orthodox,1992-05-31,3.53,37.0,3.59,58.0,0.0,0.0,50.0,0.3
Michael Bisping,30,9,0,185.42,83.91,190.5,Orthodox,1979-02-28,4.33,38.0,2.71,65.0,1.05,43.0,63.0,0.3
Movsar Evloev,17,0,0,170.18,65.77,182.88,Orthodox,1994-02-11,4.57,49.0,2.74,61.0,4.71,50.0,71.0,0.3
Gilbert Melendez,22,8,0,175.26,65.77,185.42,Orthodox,1982-04-12,3.44,33.0,2.53,63.0,1.64,41.0,71.0,0.2
Mike Davis,10,2,0,182.88,70.31,182.88,Orthodox,1992-10-07,5.83,52.0,6.2,56.0,3.04,53.0,69.0,0.2
Henrique da Silva,14,5,0,190.5,92.99,193.04,Orthodox,1989-09-01,3.89,60.0,5.28,40.0,0.25,14.0,22.0,0.2
Will Campuzano,14,6,0,175.26,56.7,177.8,Orthodox,1986-05-27,2.43,31.0,3.82,57.0,0.88,45.0,48.0,0.2
Vitor Miranda,12,5,0,185.42,83.91,195.58,Orthodox,1979-03-10,2.98,45.0,2.95,58.0,0.95,55.0,50.0,0.2
Khalid Taha,13,5,0,165.1,61.23,175.26,Orthodox,1992-02-15,2.64,32.0,4.12,46.0,0.0,0.0,61.0,0.2
Manny Tapia,12,14,1,165.1,61.23,170.18,Orthodox,1981-03-14,2.69,21.0,4.74,58.0,0.49,40.0,66.0,0.2
Nam Phan,21,17,0,167.64,61.23,177.8,Orthodox,1983-03-13,4.52,37.0,6.55,59.0,0.18,18.0,60.0,0.2
Gina Mazany,7,6,0,167.64,56.7,172.72,Southpaw,1988-08-19,3.73,50.0,3.52,50.0,4.34,52.0,33.0,0.2
Omari Akhmedov,21,6,1,182.88,83.91,185.42,Orthodox,1987-10-12,2.97,34.0,2.84,55.0,2.58,45.0,65.0,0.2
Mike Perry,14,8,0,177.8,77.11,180.34,Orthodox,1991-09-15,4.32,47.0,5.16,52.0,0.81,40.0,78.0,0.2
Douglas Silva de Andrade,29,5,0,170.18,61.23,172.72,Orthodox,1985-06-22,3.66,38.0,3.99,58.0,0.61,46.0,70.0,0.2
Paul Felder,17,6,0,180.34,70.31,177.8,Orthodox,1984-04-25,3.7,44.0,3.44,48.0,0.29,28.0,64.0,0.2
Trevin Jones,13,10,0,170.18,61.23,177.8,Southpaw,1990-08-04,2.13,37.0,4.29,39.0,0.62,15.0,60.0,0.2
Hyun Gyu Lim,13,7,1,190.5,77.11,195.58,Orthodox,1985-01-16,4.45,41.0,5.07,51.0,0.23,100.0,73.0,0.2
LC Davis,23,8,0,172.72,61.23,175.26,Southpaw,1980-10-28,2.04,30.0,2.1,59.0,2.27,46.0,66.0,0.2
Nicholas Musoke,13,5,0,182.88,77.11,190.5,Orthodox,1986-04-05,3.56,35.0,3.8,57.0,1.16,19.0,82.0,0.2
Eric Shelton,12,6,0,167.64,56.7,172.72,Orthodox,1991-02-02,2.57,42.0,1.88,63.0,2.83,51.0,46.0,0.2
Mara Romero Borella,12,9,0,167.64,56.7,175.26,Orthodox,1986-06-03,2.54,37.0,2.48,71.0,1.83,44.0,66.0,0.2
Nick Maximov,8,2,0,182.88,83.91,193.04,Southpaw,1997-12-23,1.93,45.0,2.64,46.0,4.16,45.0,35.0,0.2
Danielle Taylor,9,4,0,152.4,52.16,152.4,Orthodox,1989-10-25,2.75,29.0,3.31,71.0,0.2,20.0,70.0,0.2
Andrei Arlovski,34,22,0,190.5,108.86,195.58,Orthodox,1979-02-04,3.78,45.0,3.2,57.0,0.39,36.0,76.0,0.2
Chris Beal,10,5,0,170.18,56.7,175.26,Orthodox,1985-08-06,3.45,35.0,3.18,61.0,1.6,58.0,78.0,0.2
Hannah Goldy,6,4,0,162.56,52.16,154.94,Orthodox,1992-05-18,5.19,47.0,4.67,50.0,0.66,12.0,54.0,0.2
Danny Castillo,17,10,0,175.26,70.31,180.34,Orthodox,1979-08-25,2.57,42.0,1.96,62.0,2.95,38.0,63.0,0.2
Karolina Kowalkiewicz,16,7,0,160.02,52.16,162.56,Orthodox,1985-10-15,5.92,43.0,5.55,59.0,0.36,26.0,74.0,0.2
Michinori Tanaka,11,3,0,165.1,61.23,170.18,Orthodox,1990-10-04,1.97,37.0,1.99,50.0,2.4,38.0,43.0,0.2
Randa Markos,11,12,1,162.56,52.16,160.02,Orthodox,1985-08-10,2.97,43.0,3.1,58.0,1.12,28.0,52.0,0.2
Jared Gooden,23,9,0,182.88,77.11,195.58,Orthodox,1993-12-05,5.08,49.0,6.68,48.0,0.67,100.0,65.0,0.2
Makhmud Muradov,26,8,0,187.96,83.91,190.5,Orthodox,1990-02-08,4.21,43.0,2.56,61.0,3.04,66.0,77.0,0.2
Seo Hee Ham,17,8,0,157.48,52.16,157.48,Southpaw,1987-03-08,4.2,39.0,5.15,61.0,0.0,0.0,66.0,0.2
Richard Walsh,9,5,0,182.88,77.11,185.42,Orthodox,1988-12-01,3.84,46.0,2.72,58.0,1.55,40.0,66.0,0.2
Ismail Naurdiev,19,4,0,177.8,77.11,187.96,Orthodox,1996-08-18,3.17,52.0,1.3,68.0,1.25,71.0,70.0,0.2
Mark Hunt,13,14,1,177.8,120.2,182.88,Orthodox,1974-03-23,2.81,43.0,2.9,51.0,0.51,55.0,64.0,0.2
Charles Johnson,13,6,0,175.26,56.7,177.8,Switch,1991-01-10,4.34,55.0,3.27,54.0,0.19,14.0,62.0,0.2
Scott Holtzman,14,6,0,175.26,70.31,175.26,Orthodox,1983-09-30,4.32,47.0,3.66,55.0,1.88,56.0,67.0,0.2
Felicia Spencer,9,3,0,167.64,65.77,172.72,Orthodox,1990-11-29,3.21,48.0,4.54,45.0,1.18,18.0,27.0,0.2
Giga Chikadze,15,3,0,182.88,65.77,187.96,Orthodox,1988-08-25,4.08,43.0,3.44,62.0,0.23,33.0,69.0,0.2
Colby Covington,17,3,0,180.34,77.11,182.88,Orthodox,1988-02-22,4.1,39.0,3.05,55.0,4.05,45.0,72.0,0.2
Melvin Guillard,32,18,2,175.26,70.31,180.34,Orthodox,1983-03-30,2.96,40.0,1.85,66.0,1.3,63.0,61.0,0.2
Aleksandar Rakic,14,3,0,193.04,92.99,198.12,Orthodox,1992-02-06,4.01,50.0,2.3,53.0,0.82,25.0,90.0,0.2
Tim Means,33,15,1,187.96,77.11,190.5,Orthodox,1984-02-20,5.1,49.0,3.65,60.0,1.16,42.0,65.0,0.2
Zhalgas Zhumagulov,14,9,0,162.56,56.7,167.64,Switch,1988-08-29,5.24,43.0,5.86,52.0,1.3,19.0,75.0,0.2
Tucker Lutz,12,4,0,172.72,65.77,182.88,Orthodox,1994-07-12,3.74,46.0,3.25,44.0,1.99,44.0,69.0,0.2
Impa Kasanganay,9,2,0,180.34,77.11,190.5,Orthodox,1994-01-17,4.96,48.0,3.66,58.0,1.75,58.0,66.0,0.2
Mike Pierce,17,7,0,172.72,77.11,180.34,Orthodox,1980-09-01,2.62,42.0,2.36,62.0,3.08,42.0,71.0,0.2
CJ Vergara,12,4,1,167.64,56.7,172.72,Orthodox,1991-06-18,6.01,57.0,5.01,53.0,0.0,0.0,74.0,0.2
Luke Sanders,13,5,0,167.64,61.23,170.18,Southpaw,1985-12-12,6.61,52.0,4.37,50.0,0.71,30.0,72.0,0.2
David Dvorak,20,6,0,165.1,56.7,172.72,Orthodox,1992-06-05,3.48,43.0,3.29,59.0,0.58,30.0,70.0,0.2
Javid Basharat,14,0,0,175.26,61.23,175.26,Orthodox,1995-09-07,5.65,61.0,2.5,63.0,2.09,50.0,85.0,0.2
Tabatha Ricci,9,2,0,154.94,52.16,154.94,Orthodox,1995-02-21,4.41,37.0,4.86,59.0,3.39,41.0,71.0,0.2
Kajan Johnson,23,13,1,180.34,70.31,190.5,Orthodox,1984-04-21,2.47,42.0,1.59,64.0,1.54,37.0,62.0,0.2
Danny Roberts,18,8,0,185.42,77.11,187.96,Southpaw,1987-07-14,3.18,39.0,3.73,50.0,0.24,9.0,57.0,0.2
Daron Cruickshank,18,10,0,172.72,70.31,182.88,Switch,1985-06-11,2.88,38.0,2.98,57.0,2.04,41.0,60.0,0.2
Ange Loosa,10,3,0,177.8,77.11,187.96,Orthodox,1993-03-18,6.32,46.0,6.88,51.0,2.25,45.0,100.0,0.2
Al Iaquinta,14,7,1,177.8,70.31,177.8,Orthodox,1987-04-30,4.06,40.0,4.53,61.0,0.63,18.0,74.0,0.2
Billy Evangelista,13,3,0,172.72,70.31,172.72,Orthodox,1980-10-07,4.51,40.0,3.96,61.0,1.6,19.0,61.0,0.2
Anthony Njokuani,16,12,0,185.42,70.31,190.5,Orthodox,1980-03-01,3.94,46.0,2.41,65.0,0.5,45.0,53.0,0.2
Henry Cejudo,16,3,0,162.56,61.23,162.56,Orthodox,1987-02-09,3.93,47.0,3.15,60.0,2.07,34.0,83.0,0.2
Elias Silverio,13,3,0,180.34,70.31,185.42,Orthodox,1986-09-22,3.67,49.0,2.97,51.0,1.62,38.0,85.0,0.2
Pat Barry,8,7,0,180.34,106.59,187.96,Orthodox,1979-07-07,2.72,52.0,3.54,59.0,0.0,0.0,76.0,0.2
Jordan Espinosa,15,9,0,167.64,56.7,175.26,Orthodox,1989-11-08,4.22,52.0,2.94,57.0,0.75,28.0,70.0,0.2
Jake O'Brien,15,4,0,190.5,92.99,193.04,Orthodox,1984-09-25,1.31,31.0,1.92,69.0,6.39,54.0,25.0,0.2
Jessica Aguilar,20,8,0,160.02,52.16,160.02,Orthodox,1982-05-08,4.93,50.0,7.19,53.0,0.94,25.0,50.0,0.2
Cheyanne Vlismas,7,3,0,160.02,52.16,160.02,Switch,1995-06-25,4.93,50.0,2.57,64.0,0.25,33.0,66.0,0.2
James Moontasri,9,5,0,177.8,77.11,180.34,Switch,1988-04-10,2.39,48.0,3.86,40.0,0.0,0.0,79.0,0.2
Raphael Assuncao,28,10,0,165.1,61.23,167.64,Orthodox,1982-07-19,3.22,42.0,2.5,66.0,1.65,39.0,78.0,0.2
Wu Yanan,13,6,0,172.72,61.23,167.64,Orthodox,1996-04-18,4.23,41.0,4.95,49.0,0.62,30.0,63.0,0.2
Erik Perez,17,6,0,172.72,61.23,172.72,Orthodox,1989-11-19,3.16,40.0,2.09,66.0,3.16,55.0,69.0,0.2
Davey Grant,15,7,0,172.72,61.23,175.26,Orthodox,1985-12-18,4.77,42.0,3.82,55.0,1.26,41.0,61.0,0.2
Mark De La Rosa,11,5,0,167.64,61.23,165.1,Orthodox,1994-08-31,3.13,35.0,5.0,48.0,0.54,13.0,40.0,0.2
Sabina Mazo,9,4,0,170.18,56.7,177.8,Orthodox,1997-03-25,6.1,43.0,4.35,57.0,0.65,80.0,59.0,0.2
Rashid Magomedov,20,2,0,175.26,70.31,177.8,Orthodox,1984-11-29,4.4,49.0,3.05,54.0,0.67,57.0,89.0,0.2
Antonio Arroyo,9,5,0,190.5,83.91,185.42,Orthodox,1989-07-01,2.82,66.0,2.02,50.0,1.14,41.0,41.0,0.2
Kiyoshi Tamura,32,13,3,180.34,83.91,182.88,Southpaw,1969-12-17,2.44,53.0,1.44,60.0,0.58,60.0,45.0,0.2
Justin Ledet,9,4,0,193.04,92.99,203.2,Orthodox,1988-09-28,3.35,39.0,4.82,49.0,0.23,50.0,42.0,0.2
Josh Parisian,15,7,0,193.04,120.2,200.66,Orthodox,1989-06-28,4.54,48.0,4.81,41.0,0.99,33.0,46.0,0.2
Vinc Pichel,14,3,0,177.8,70.31,182.88,Orthodox,1982-11-23,3.56,47.0,2.5,58.0,3.0,54.0,23.0,0.2
James Te Huna,16,9,0,187.96,83.91,190.5,Orthodox,1981-09-29,4.04,51.0,2.99,62.0,2.75,37.0,58.0,0.2
John Castaneda,21,6,0,167.64,61.23,180.34,Switch,1991-12-18,4.79,50.0,4.99,56.0,1.92,37.0,71.0,0.2
Belal Muhammad,23,3,0,180.34,77.11,182.88,Orthodox,1988-07-09,4.55,43.0,3.64,57.0,1.98,35.0,93.0,0.2
Leonardo Santos,18,7,1,182.88,70.31,190.5,Orthodox,1980-02-05,2.82,46.0,3.4,54.0,0.88,25.0,86.0,0.2
Luis Saldana,16,7,1,180.34,65.77,185.42,Orthodox,1991-01-27,5.16,50.0,3.65,60.0,0.64,17.0,44.0,0.2
Andre Soukhamthath,13,8,0,175.26,61.23,177.8,Orthodox,1988-10-23,2.77,44.0,4.31,49.0,1.25,53.0,58.0,0.2
Travis Browne,18,7,1,198.12,115.67,200.66,Orthodox,1982-07-17,2.93,41.0,4.31,42.0,1.21,68.0,75.0,0.2
Marina Rodriguez,17,3,2,167.64,52.16,165.1,Orthodox,1987-04-29,4.77,48.0,2.89,56.0,0.25,42.0,66.0,0.2
Cyrille Diabate,19,10,1,198.12,92.99,205.74,Southpaw,1973-10-06,4.06,71.0,1.78,60.0,1.17,83.0,53.0,0.2
Abdul Razak Alhassan,12,6,0,177.8,83.91,185.42,Orthodox,1985-08-11,3.37,48.0,3.99,55.0,0.89,38.0,50.0,0.2
Elizabeth Phillips,6,6,0,167.64,61.23,165.1,Orthodox,1986-08-20,2.6,33.0,3.07,58.0,0.75,25.0,53.0,0.2
Alexander Volkanovski,26,3,0,167.64,65.77,180.34,Orthodox,1988-09-29,6.19,57.0,3.42,58.0,1.84,37.0,70.0,0.2
Damir Hadzovic,14,7,0,175.26,70.31,177.8,Orthodox,1986-08-08,3.36,48.0,3.26,62.0,0.78,55.0,34.0,0.2
Johnny Case,22,6,0,177.8,70.31,182.88,Orthodox,1989-06-28,3.95,38.0,2.66,61.0,1.7,45.0,72.0,0.2
Loma Lookboonmee,8,3,0,154.94,52.16,154.94,Orthodox,1996-01-18,4.14,58.0,2.58,52.0,2.04,50.0,74.0,0.2
Cheick Kongo,27,10,2,193.04,108.86,208.28,Orthodox,1975-05-17,3.33,56.0,1.28,54.0,2.3,56.0,52.0,0.2
Raulian Paiva,21,5,0,172.72,61.23,175.26,Orthodox,1995-10-17,4.14,42.0,5.01,48.0,0.65,23.0,77.0,0.2
Brandon Vera,15,7,0,190.5,104.33,198.12,Orthodox,1977-10-10,3.03,56.0,2.81,52.0,0.7,53.0,59.0,0.2
Song Yadong,20,7,1,172.72,61.23,170.18,Orthodox,1997-12-02,4.61,42.0,3.77,59.0,0.53,55.0,72.0,0.2
Marco Beltran,8,6,0,172.72,56.7,175.26,Orthodox,1986-05-18,2.07,37.0,1.93,63.0,0.7,50.0,46.0,0.2
Sean Strickland,28,5,0,185.42,83.91,193.04,Orthodox,1991-02-27,5.82,41.0,4.24,63.0,0.92,64.0,84.0,0.2
Patrick Cote,23,11,0,180.34,77.11,190.5,Orthodox,1980-02-29,2.81,48.0,3.21,48.0,0.68,20.0,43.0,0.2
Austin Arnett,16,6,0,182.88,65.77,182.88,Orthodox,1991-10-22,4.52,41.0,6.38,62.0,0.44,18.0,57.0,0.2
Ricky Turcios,13,3,0,175.26,61.23,180.34,Orthodox,1993-06-05,5.08,37.0,3.7,55.0,1.0,25.0,45.0,0.2
Phil Hawes,12,5,0,182.88,83.91,195.58,Orthodox,1989-01-08,5.55,59.0,3.7,55.0,2.28,36.0,100.0,0.2
Jordan Mein,31,12,0,182.88,77.11,185.42,Orthodox,1989-10-10,3.35,44.0,2.55,69.0,1.56,58.0,66.0,0.2
Ryan LaFlare,14,3,0,185.42,77.11,187.96,Southpaw,1983-10-01,2.89,40.0,1.86,63.0,2.13,44.0,58.0,0.2
Ronnie Lawrence,8,2,0,172.72,61.23,172.72,Switch,1992-06-13,2.78,56.0,1.75,52.0,6.75,77.0,45.0,0.2
Albert Morales,7,4,1,175.26,61.23,182.88,Orthodox,1991-05-25,3.81,35.0,3.96,56.0,0.91,35.0,70.0,0.2
Viviane Pereira,13,2,0,154.94,52.16,160.02,Orthodox,1993-08-28,2.7,30.0,4.48,58.0,0.25,100.0,28.0,0.2
Mateusz Gamrot,23,2,0,177.8,70.31,177.8,Southpaw,1990-12-11,2.97,50.0,3.17,60.0,4.36,30.0,90.0,0.2
Da Woon Jung,15,5,1,193.04,92.99,198.12,Orthodox,1993-12-07,3.49,43.0,3.89,51.0,1.9,50.0,77.0,0.2
Jamall Emmers,20,7,0,177.8,65.77,187.96,Orthodox,1989-07-24,5.1,48.0,3.79,57.0,1.96,40.0,90.0,0.2
Alexander Volkov,37,10,0,200.66,113.4,203.2,Orthodox,1988-10-24,5.1,57.0,3.0,54.0,0.49,63.0,73.0,0.2
Igor Pokrajac,28,13,0,182.88,92.99,187.96,Orthodox,1979-01-02,2.25,45.0,4.26,40.0,0.87,29.0,51.0,0.2
Eryk Anders,15,8,0,185.42,83.91,190.5,Southpaw,1987-04-21,3.56,47.0,4.39,50.0,1.54,24.0,79.0,0.1
Sam Stout,20,12,1,175.26,70.31,177.8,Orthodox,1984-04-23,4.17,28.0,4.08,57.0,0.63,38.0,77.0,0.1
George Roop,15,13,1,185.42,61.23,182.88,Orthodox,1981-11-10,3.43,34.0,2.47,60.0,1.05,57.0,59.0,0.1
Alex Garcia,15,6,0,175.26,77.11,182.88,Orthodox,1987-07-14,1.81,31.0,3.03,59.0,3.72,52.0,66.0,0.1
Matthew Semelsberger,11,6,0,185.42,77.11,190.5,Switch,1992-11-23,4.06,43.0,4.36,55.0,1.02,58.0,50.0,0.1
Aaron Riley,30,14,1,172.72,70.31,175.26,Southpaw,1980-12-09,3.45,34.0,3.78,61.0,1.18,34.0,60.0,0.1
Mizuto Hirota,18,10,2,170.18,70.31,170.18,Orthodox,1981-05-05,3.36,40.0,3.5,54.0,1.36,50.0,58.0,0.1
Tecia Torres,13,6,0,154.94,52.16,152.4,Orthodox,1989-08-16,4.74,48.0,3.59,61.0,0.66,14.0,61.0,0.1
Marcin Tybura,24,8,0,190.5,112.94,198.12,Orthodox,1985-11-09,3.55,48.0,3.35,55.0,1.39,33.0,79.0,0.1
Rustam Khabilov,24,4,0,172.72,70.31,185.42,Orthodox,1986-11-04,1.98,34.0,2.16,65.0,3.95,41.0,61.0,0.1
Duane Ludwig,21,14,0,177.8,77.11,177.8,Orthodox,1978-08-04,4.62,44.0,3.05,57.0,0.43,25.0,59.0,0.1
Frankie Saenz,13,7,0,167.64,61.23,167.64,Orthodox,1980-08-12,3.94,47.0,3.5,52.0,1.74,31.0,61.0,0.1
Daniel Rodriguez,17,4,0,185.42,77.11,187.96,Southpaw,1986-12-31,7.3,50.0,5.28,56.0,0.62,50.0,63.0,0.1
Lorenz Larkin,18,6,0,180.34,77.11,182.88,Orthodox,1986-09-03,3.53,46.0,2.74,63.0,0.27,42.0,79.0,0.1
Blagoy Ivanov,19,6,0,180.34,113.4,185.42,Southpaw,1986-10-09,3.25,40.0,4.2,53.0,0.69,40.0,61.0,0.1
Eddie Wineland,24,16,1,170.18,61.23,175.26,Orthodox,1984-06-26,3.4,29.0,3.76,68.0,0.34,33.0,86.0,0.1
Justine Kish,7,4,0,165.1,56.7,162.56,Orthodox,1988-04-13,4.51,48.0,4.59,57.0,0.87,33.0,50.0,0.1
Brian Ebersole,51,18,1,182.88,77.11,185.42,Southpaw,1980-11-27,2.32,49.0,2.14,56.0,1.7,23.0,61.0,0.1
Patrick Cummins,10,7,0,187.96,92.99,193.04,Orthodox,1980-11-16,4.26,50.0,3.35,55.0,4.49,41.0,28.0,0.1
Holly Holm,15,6,0,172.72,61.23,175.26,Southpaw,1981-10-17,3.21,40.0,2.79,56.0,0.9,30.0,78.0,0.1
Israel Adesanya,24,3,0,193.04,83.91,203.2,Switch,1989-07-22,3.93,48.0,3.11,56.0,0.05,14.0,77.0,0.1
Uriah Hall,18,11,0,182.88,83.91,200.66,Orthodox,1984-07-31,3.23,48.0,3.85,54.0,0.54,38.0,64.0,0.1
Kelvin Gastelum,18,9,0,175.26,77.11,180.34,Southpaw,1991-10-24,3.55,41.0,3.23,58.0,0.96,30.0,59.0,0.1
Maycee Barber,13,2,0,165.1,56.7,165.1,Switch,1998-05-18,4.6,52.0,2.72,54.0,1.14,35.0,45.0,0.1
Roxanne Modafferi,25,21,0,170.18,56.7,175.26,Orthodox,1982-09-24,3.35,30.0,5.7,51.0,1.35,23.0,30.0,0.1
Jimmie Rivera,23,5,0,162.56,61.23,172.72,Orthodox,1989-06-29,4.03,40.0,3.9,60.0,0.88,27.0,92.0,0.1
Yana Santos,14,8,0,167.64,61.23,172.72,Orthodox,1989-11-11,4.16,56.0,3.03,50.0,1.11,53.0,42.0,0.1
Dominick Cruz,24,4,0,172.72,61.23,172.72,Orthodox,1985-03-09,3.91,33.0,2.61,70.0,2.82,42.0,83.0,0.1
Jamie Mullarkey,17,6,0,182.88,70.31,187.96,Orthodox,1994-08-17,4.46,47.0,4.41,54.0,2.46,34.0,76.0,0.1
Lauren Murphy,16,6,0,165.1,56.7,170.18,Orthodox,1983-07-27,4.05,39.0,5.25,55.0,1.03,25.0,69.0,0.1
Jorge Rivera,20,9,0,185.42,83.91,185.42,Orthodox,1972-02-28,3.16,48.0,2.64,54.0,0.84,50.0,63.0,0.1
Jonathan Martinez,19,4,0,172.72,61.23,177.8,Southpaw,1994-04-20,4.64,50.0,3.76,58.0,0.44,41.0,69.0,0.1
Volkan Oezdemir,19,7,0,187.96,92.99,190.5,Orthodox,1989-09-19,4.59,47.0,3.92,55.0,0.57,33.0,80.0,0.1
Marc-Andre Barriault,16,6,0,185.42,83.91,187.96,Orthodox,1990-02-18,5.95,47.0,5.22,53.0,0.24,25.0,67.0,0.1
Jared Rosholt,14,4,0,187.96,120.2,190.5,Orthodox,1986-08-04,2.08,46.0,1.52,59.0,1.83,41.0,66.0,0.1
Daniel Omielanczuk,19,8,1,182.88,112.04,187.96,Southpaw,1982-08-31,3.09,57.0,3.29,47.0,0.56,26.0,68.0,0.1
Thiago Santos,22,11,0,187.96,92.99,193.04,Orthodox,1984-01-07,3.72,48.0,2.57,53.0,0.88,33.0,65.0,0.1
Pannie Kianzad,17,7,0,170.18,61.23,167.64,Orthodox,1991-12-08,4.87,49.0,3.75,53.0,0.35,30.0,71.0,0.1
Calvin Kattar,23,7,0,180.34,65.77,182.88,Orthodox,1988-03-26,5.12,39.0,7.1,54.0,0.42,29.0,91.0,0.1
Shamil Abdurakhimov,20,8,0,190.5,106.59,193.04,Orthodox,1981-09-02,2.41,44.0,3.02,55.0,1.01,23.0,45.0,0.1
Josh Emmett,18,4,0,167.64,65.77,177.8,Orthodox,1985-03-04,4.07,36.0,4.66,61.0,0.92,37.0,46.0,0.1
Rafael Cavalcante,12,7,0,185.42,92.99,187.96,Orthodox,1980-04-14,2.71,53.0,3.62,49.0,0.6,40.0,63.0,0.1
Dustin Ortiz,19,8,0,165.1,56.7,165.1,Orthodox,1988-12-25,2.94,44.0,2.17,56.0,3.01,36.0,52.0,0.1
Drew Dober,27,12,0,172.72,70.31,177.8,Southpaw,1988-10-19,4.58,40.0,4.46,51.0,0.68,17.0,56.0,0.1
Alexander Hernandez,14,7,0,175.26,65.77,182.88,Orthodox,1992-10-01,4.63,41.0,4.9,56.0,1.2,31.0,60.0,0.1
Takeya Mizugaki,21,11,2,170.18,61.23,175.26,Orthodox,1983-12-16,3.37,37.0,3.27,57.0,1.46,57.0,70.0,0.1
Jose Aldo,31,8,0,170.18,61.23,177.8,Orthodox,1986-09-09,3.57,46.0,3.74,60.0,0.49,54.0,91.0,0.1
Darren Stewart,12,8,0,182.88,92.99,187.96,Orthodox,1990-12-30,3.05,45.0,3.29,48.0,1.75,45.0,67.0,0.1
Walt Harris,13,10,0,195.58,113.4,195.58,Southpaw,1983-06-10,3.05,39.0,3.33,54.0,0.29,28.0,70.0,0.1
Alexander Yakovlev,24,10,1,190.5,70.31,187.96,Southpaw,1984-07-18,1.74,47.0,2.41,58.0,1.66,35.0,72.0,0.1
Lina Lansberg,10,8,0,170.18,61.23,165.1,Orthodox,1982-03-13,2.69,55.0,3.87,44.0,0.52,27.0,47.0,0.1
Ji Yeon Kim,9,7,2,170.18,56.7,182.88,Orthodox,1989-10-18,5.37,36.0,5.41,56.0,0.0,0.0,50.0,0.1
Andre Ewell,17,9,0,172.72,65.77,190.5,Southpaw,1988-01-21,4.28,40.0,4.87,51.0,0.36,75.0,72.0,0.1
Tarec Saffiedine,16,7,0,177.8,77.11,177.8,Switch,1986-09-06,4.05,47.0,3.06,62.0,0.52,36.0,84.0,0.1
Shawn Jordan,19,8,0,182.88,117.93,190.5,Southpaw,1984-10-21,2.87,50.0,3.3,47.0,1.97,38.0,76.0,0.1
Chris Gutierrez,20,5,2,175.26,61.23,170.18,Orthodox,1991-04-22,5.04,57.0,2.73,65.0,0.34,37.0,71.0,0.1
Devin Clark,14,8,0,182.88,92.99,190.5,Orthodox,1990-04-12,2.99,55.0,2.95,43.0,2.35,33.0,60.0,0.1
Yves Jabouin,20,11,0,170.18,61.23,172.72,Orthodox,1979-05-30,3.06,41.0,2.93,62.0,1.94,60.0,82.0,0.1
Brandon Davis,14,10,0,177.8,61.23,182.88,Orthodox,1990-05-08,4.68,35.0,4.62,58.0,0.74,42.0,57.0,0.1
Nicolas Dalby,23,4,1,180.34,77.11,187.96,Orthodox,1984-11-16,4.03,43.0,3.43,52.0,1.11,30.0,60.0,0.1
Petr Yan,16,5,0,170.18,61.23,170.18,Switch,1993-02-11,5.03,53.0,4.26,59.0,1.71,52.0,85.0,0.1
Bill Algeo,18,7,0,182.88,65.77,185.42,Switch,1989-06-09,6.11,52.0,4.41,47.0,0.89,46.0,56.0,0.1
David Loiseau,23,11,0,182.88,83.91,193.04,Orthodox,1979-12-17,1.59,44.0,3.64,43.0,0.43,42.0,36.0,0.1
Edson Barboza,24,11,0,180.34,65.77,190.5,Orthodox,1986-01-21,4.18,45.0,4.34,57.0,0.48,50.0,75.0,0.1
Roy Nelson,22,14,0,182.88,119.29,185.42,Orthodox,1976-06-20,2.18,36.0,4.79,46.0,1.14,27.0,65.0,0.1
Conor McGregor,22,6,0,175.26,70.31,187.96,Southpaw,1988-07-14,5.32,49.0,4.66,54.0,0.67,55.0,66.0,0.1
Geoff Neal,15,5,0,180.34,77.11,190.5,Southpaw,1990-08-28,5.22,50.0,5.6,58.0,0.51,44.0,87.0,0.1
Khalil Rountree Jr.,13,5,0,185.42,92.99,193.04,Southpaw,1990-02-26,3.73,38.0,4.16,50.0,0.0,0.0,56.0,0.1
Junior Dos Santos,21,9,0,193.04,107.95,195.58,Orthodox,1984-01-30,4.49,47.0,3.33,56.0,0.3,50.0,81.0,0.1
Krzysztof Jotko,24,6,0,185.42,83.91,195.58,Southpaw,1989-08-19,2.98,42.0,2.23,57.0,1.33,39.0,82.0,0.1
